id,movieid,imdbid,kewords,synopsis
76327,802,117333,telekinesis  genius  psionic-power  brain-tumor  terminal-illness  light  birthday  intelligence  earthquake  bar  overalls  chessboard  brain-capacity  late-night  rainy-day  toshiba-mrt-35a-mri-machine  hospital-visit  mri  hospital  shave-and-a-haircut,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisThis movie i
76367,1025,57546,merlin  knight  squire  castle  wizard  fall  owl  sword  disobedience  thermometer  sugar  tree  card  crown  goat  log  turtle  hawk  woods  forest  walrus  beard  duel  rhinoceros  deer  dragonfly  rabbit  elephant-fears-mouse  elephant  mouse  plate,In olden times  England is in turmoil With the death of the King  noone can decide who is the rightful heir to the throne With war threatening to tear the country asunder  a stone and anvil appear from the heavens in London town  with a sword planted firm
76411,266,110322,usa  epic  passion  heart  killing-an-animal  borzoi  war-veteran  prohibition  irish-mob  gangster  interracial-relationship  father-son-estrangement  estranged-family-member  family-relationships  obscene-finger-gesture  romantic-rivalry  post-traumatic,This is a wonderful yet heartrending period piece  as told by an elderly Native American through a collection of family letters he accumulated and saved over timeThe right and proper Colonel William Ludlow  Anthony Hopkins  a veteran of the Native America
76471,1132,91480,spring  shepherdess  water  revenge  mayor  goatherd  goat  sequel  countryside-of-provence  ribbon  fetishism  husband-wife-relationship  family-relationships  xenophobia  wedding  water-table  unrequited-love  trap  town-council  suicide-by-hanging  sch,The film Manon des Sources 1986  together with Jean de Florette 1986  which PRECEDES IT  are the screen rendition of Marcel Pagnol's exquisite novel  L'eau des Collines The Water from the Hills  1963 It is the story of two competing projects  one carried
76569,996,116830,prohibition  mafia  irish  jericho-texas  honor  hired-gun  gunslinger  gun  machismo  loner  mob-violence  neo-noir  breasts  die-hard-scenario  gang-warfare  bar-shootout  1930s  1920s  neo-western  female-removes-her-dress  colt-45  warrior  cowboy-shi,In 1930  Jericho  a backwater Texan town 50 miles from the Mexican border  two crime syndicates  the Italian mob led by Fredo Strozzi Ned Eisenberg  and the Irish mob led by Mr Doyle David Patrick Kelly  compete for control of the lucrative border smuggli
76583,562,114906,school  social-outcast  bully  first-crush  taunting  teenage-boy  outcast  ballerina  club  teacher  nerd  crush  junior-high-school  cult-film  sibling-rivalry  sibling-relationship  writer-director  written-by-director  singing-on-bus  bus  singing  fe,Dawn Wiener Heather Matarazzo is a shy  unattractive  unpopular 12-year-old 7th grader in a middle-class suburban community in New Jersey Her older brother Mark Matthew Faber is a nerdy 11th grade high school student who plays the clarinet in a garage ban
76631,653,116136,dragon  comic-relief  part-computer-animation  death-of-friend  king  evil-king  village  immortality  battle  knight  human-dragon-relationship  dragon-feature  human-versus-dragon  implied-rape  year-998  year-986  one-word-title  talking-dragon  flying,Dragonheart begins with Bowen Dennis Quaid  a Knight of the Old Code of honor  valor and chivalry  tutoring his young protege  Einon Lee Oakes in both swordplay and the values of a knight Einon is the king's son and heir to the throne The lesson  conducte
76672,1493,116931,student  medical-student  love  university  film-school  sex-in-a-toilet  sadomasochism  australia  asexual  urination  urinal  twenty-something  toilet  toilet-stall  telephone-call  tears  teacher  swastika  sugar  suffering  sparkler  song  pot-smoking,A warm and witty 90s screwball comedy about love  fate and other pressing concerns Mia OConnor and Alice Garner have just moved into a warehouse apartment but are still minus a housemate Danni Mitchell  Mia's girlfriend is keen to move in  but Mia fears c
76753,867,115836,robbery  carpool  chase  box-office-flop  slow-motion-scene  lifting-someone-into-the-air  table  meter-maid  carnival  automobile  mall  independent-film,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisA nice but g
76806,158,112642,ghost  casper  mansion  friendly-ghost  maine  friendship  friends-who-live-together  box-office-hit  spirit  talking-to-a-ghost  fainting  tween-girl  spiral-staircase  toy-train  baseball-glove  party  angel  mad-scientist  chase  news-report  father-da,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisSteven Spiel
76866,1183,116209,patient  nurse  flashback  english  church  dying  german  death  sikh  canadian  burn-victim  sahara  thief  desert  spy  ghost  royal-geographical-society  map  map-maker  friend  count  cartographer  betrayal  1930s  female-full-frontal-nudity  forepla,Set before and during World War II  The English Patient is a story of love  fate  misunderstanding and healing Told in a series of flashbacks  the film can best be explained by unwinding it into its two chronological phasesIn the first phase  set in the l
76885,500,107614,fancy-restaurant  based-on-novel  party  actor  makeup  nanny  custody  disguise  divorce  birthday-party  judge  box-office-hit  male-actor-playing-a-female-character  impersonator  tween-girl  1990s  changing-clothes  lime  throwing-something-at-someone,Daniel Hillard is a voice actor living in San Francisco  California  who quits his job at an animation studio over a questionable script Though a devoted and well-meaning father to his three young children  Lydia  Chris and Natalie  Daniel is an unreliabl
76916,610,82509,heavy-metal  anthology  girl  segments  secretary  pentagon  future  taxi  robot  alien  taxi-driver  sphere  trial  bomber  muscle-growth  radical-transformation  metal-hurlant  animated-nudity  woman-disintegrated  actor-playing-multiple-roles  midnight,The film is divided into a series of animated vignettes dealing with science fiction themes All the stories are connected by a green glowing ball meant to represent the sum of all evils  which is first seen floating through space before the film's title a
76957,1299,87553,cambodia  khmer-rouge  photographer  new-york-times  communist-utopia  starvation  boy-killed  dead-boy  child-knocked-unconscious  child-killed  bloody-body-of-child  child-murder  vietnam-war  critically-acclaimed  asian  forced-labor  false-passport  b,The film opens in May 1973 in the Cambodian capital  Phnom Penh The Cambodian national army is fighting a civil war with the communist Khmer Rouge  a result of the Vietnam War overspilling that country's borders Dith Pran  a Cambodian journalist and inter
77098,1262,57115,escape  escape-attempt  prisoner  tunnel  digging  gestapo  prisoner-of-war  allies  nazi-germany  american-abroad  briton-abroad  luftwaffe  british-soldier  american-soldier  pow-escape  escape-plan  watchtower  uniform  prison-guard  optimism  devotion,In 1944  the Germans have built a special Stalag  or prison camp  designed to house their most troublesome inmates  the ones who make repeated escape attempts Arriving at the new camp  many begin immediately to asses its security and figure out how to get
77293,1464,116922,prison  videotape  detective  death-row  death  murder  gangster  jazz  mechanic  blood-splatter  breasts  portable-television  police-surveillance  tailgating  cigarette-smoking  woman-undressing-for-a-man  vhs-tape  telephone-call  hand-on-woman's-crotc,In the opening scene  Fred Madison Bill Pullman  a saxophonist  is seen sitting in his house one morning  smoking a cigarette  looking disheveled when the intercom from the front door of his house buzzes Over the intercom  a distorted man's voice says Dic
77296,374,110989,lost-at-sea  escape-from-prison  attempted-murder  based-on-comic-book  wealth  character-name-in-title  factory  baseball  villain-arrested  overweight-child  mount-rushmore  takeover  switchblade  steak-on-black-eye  shipwreck  rollerblading  reference-,Richie Rich is the son of Richard and Regina Rich  two of the wealthiest people in the world Richie lives a life of luxury in the Rich Mansion  of which he is helped and waited upon by a manservant named Cadbury  who acts as Richie's guardian when his par
77318,1030,76538,dragon  boy  lighthouse  orphan  20th-century  maine  new-england  lighthouse-keeper  friends-who-live-together  appearing-from-water  live-action-and-animation  children  dunce-cap  corporal-punishment  invisibility  small-town  teacher  drunkenness  one,In early 20th-century Maine  Pete Sean Marshall is fleeing his adoptive family  the Gogans  who mistreat him and use him as a slave As family matriarch Lena Gogan Shelley Winters and company attempt to lure him back The Happiest Home in These Hills  an un
77338,700,112368,dance  teenager  fat-boy  grandfather  crush  high-school  forename-as-title  teenage-protagonist  child-protagonist  teenage-girl  eating-disorder  bulimia  football  one-word-title  high-school-student  letterman-jacket  overweight  school-dance  teenag,Angus Bethune is a 14-year-old boy living in Minnesota  who  despite his talents as a football player and in science class  holds deep insecurities about himself His high school peers  led by the handsome Rick Sanford and his complacent cohortsmainly jock
77353,928,32976,love  housekeeper  estate  death  monte-carlo  bride  marriage  widower  cornwall  servant  title-character-never-seen  rural-setting  knickers  underwear  burned-alive  full-moon  voice-over-narration  iron-gate  south-of-france  luxury-hotel  holiday-re,The film begins with a female voiceover Last night I dreamt I went to Manderley again  to images of a ruined country manorThe heroine is a very young and nameless woman Joan Fontaine  a paid companion to the wealthy but obnoxious Edythe Van Hopper Florenc
77579,1009,72951,escape  millionaire  children  uncle  orphan  widower  girl-riding-a-horse  twin-brother-and-sister  horseback-riding  magical-power  supernatural  mobile-phone  fraternal-twins  black-horse  boy-horse-relationship  girl-horse-relationship  rider-horse-re,We meet Tia and Tony as they are arriving at another orphanage They do not remember who their families were or where they came from but know they have special telekinetic powers which make getting along with the rest of the kids difficult During a movie t
77750,805,117913,mississippi  african-american  trial  law  court  revenge  murder  justice  racist  rape  title-based-on-the-bible  judicial-system  judicial  amputee  dog  house-on-fire  fire  racial-discrimination  judiciary  man-with-glasses  four-word-title  interrac,Two white racists  Billy Ray Cobb Nicky Katt and Pete Willard Doug Hutchison  come across a 10-year-old black girl named Tonya Hailey Rae'Ven Larrymore Kelly in rural Mississippi They violently rape and beat Tonya and dump her in a nearby river after a fa
77857,1036,95016,christmas-eve  christmas  terrorist  hostage  party  christmas-party  held-at-gunpoint  fbi  escape  police  vault  robbery  heist  jumping-from-a-rooftop  outnumbered  reference-to-yasser-arafat  squad-car  chauffeur  two-word-title  reference-to-ebeneze,John McClane  a detective with the New York City Police Department  arrives in Los Angeles to attempt a Christmas reunion and reconciliation with his estranged wife Holly Bonnie Bedelia  who is attending a party thrown by her employer  the Nakatomi Corpor
77914,1113,115580,office-party  cigar-smoking  christmas-eve  paparazzi  fame  celebrity  female-reporter  reporter  mask  double-standard  workplace  sexism  fainting  lingerie  golf  apartment  strip-club  drag-queen  secret-identity  actress-playing-male-role  tv-show-w,Struggling to forge a financial career in white male dominated wall street society  taken for granted Laurel Ayers a black woman decided to change the playing field Quickly realizing that only white males would ever achieve greatness she invents an elusiv
77982,1131,91288,water  spring  flower  agronomy  country-vs-city-cultures  title-same-as-book  small-town  water-supply  digging-well  falling-into-a-well  loss-of-investment  investment-loss  investment  fountain  anisette  rabbit-proof-fence  rain  water-shortage  haul,The film Jean de Florette 1986 and the one which followed it  Manon des Sources 1986  are the screen rendition of Marcel Pagnol's exquisite novel  L'eau des Collines The Water from the Hills  1963 It is the story of two competing projects  one carried out
77995,1069,37101,police  detective  private-eye  investigator  stepmother  murder  cult-film  actor-breaking-typecast  dream  cynicism  boyfriend-girlfriend-relationship  upper-class  medium  gold-digger  drugging  clinic  blindness  unconsciousness  tough-guy  flashback,Marlowe is in a police station  a bandage over his eyes He explains what happened in a flashbackMoose Malloy comes in to Marlowe's office He's just got out of prison and wants Marlowe to find his ex-girlfriend  who he's not seen in eight years Malloy take
78013,1084,61418,1930s  gang  bank-robber  love  modern-western  robber  texas  crime-spree  criminal  prison  violence  robbery  newspaper-headline  preacher's-daughter  newspaper  money  gun  car  waitress  texas-ranger  small-town  oklahoma  bank-robbery  dallas-texas,In the middle of the Great Depression  Clyde Barrow and Bonnie Parker meet when Clyde tries to steal Bonnie's mother's car Bonnie  who is bored by her job as a waitress  is intrigued with Clyde  and decides to take up with him and become his partner in cr
78034,1407,117571,slasher  mystery-killer  telephone  mask  teenage-girl  tabloid  news-reporter  small-town  death  high-school  murder  fear  california  serial-killer  revenge  masked-killer  teenager  suburb  loss-of-girlfriend  murderer-duo  teenage-boy  hanging  slas,The film opens with young Casey Becker Drew Barrymore recieving phone calls from an unidentified caller At first it seems as if he has gotten a wrong number  but it soon becomes clear he is toying with her  and his voice gets more and more threatening Cas
78054,1242,97441,black-soldier  military-uniform  army  prejudice  us-civil-war  soldier  american-civil-war  boston-massachusetts  blood-splatter  final-battle  african-american-protagonist  torture  19th-century  music-score-features-trumpet  music-score-features-boys-c,During the American Civil War  the Massachusetts Infantry Regiment engages Confederate forces in the bloody Battle of Antietam Captain Robert Shaw Matthew Broderick is injured in the battle and assumed lost  but is found alive by a gravedigger named John
78075,954,31679,us-senate  corruption  camp  governor  senate  political-corruption  senator  political-drama  us-senator  government-corruption  claim-in-title  american-politics  place-name-in-title  conservative  politics  mother-son-relationship  lie  punctuation-in-,The governor of an unnamed western state  Hubert Happy Hopper Guy Kibbee  has to pick a replacement for recently deceased US Senator Sam Foley His corrupt political boss  Jim Taylor Edward Arnold  pressures Hopper to choose his handpicked stooge  while po
78144,1090,91763,vietnam-war  vietnam  famous-score  hero  1960s  f-word  gore  combat  soldier  battle  jungle  village  machismo  blood  army-base  guerilla-warfare  college-dropout  slow-motion-scene  voice-over-narration  battlefield  knife  shootout  gunfight  final-,Chris Taylor Charlie Sheen is a young American who has abandoned a privileged life at a university to enlist in the infantry  volunteering for combat duty in Vietnam The year is September 1967 Upon arrival in Da Nang  South Vietnam  he sees dead soldiers
78268,635,116275,letter  matriarch  childbirth  arkansas  biracial  southern-us  monologue  fight  drunkenness  drinking  drink  aunt-nephew-relationship  blind-woman  blindness  divorcee  father-son-relationship  recuperation  stealing-a-truck  stealing  theft  thief  st,Fifty-something Arkansas redneck Earl Pilcher Jr  learning that his biological mother was black and that his half brother  Ray lives in Chicago  drives his pickup to the windy city to meet Ray Ray  who knows something about Earl's birth and other family
78337,76,114367,soldier  kiss  knife  murder  shakespearean-quotation  vomiting  outer-space  dead-boy  bloody-body-of-child  child-murder  2070s  last-stand  fight-to-the-death  standoff  commando-mission  commando  battle  combat  die-hard-scenario  fictional-war  susp,A robotic voice Henry Ramer reads the captionsPlanet Earth has colonized other planets for its own purposes We are in 2078  and Sirius 6B is one of our colonies What we want from this planet is a new energetic material  berynium The problem is that this m
78399,1215,106308,necronomicon  skeleton-soldier  reluctant-hero  battle  army-of-the-dead  car  evil-dead  quest  discount-store  castle  shotgun  chainsaw  skeleton-warrior  oldsmobile  alternate-ending  1990s  over-the-top  one-liner  head-spin  windmill  time-travel  b,From a slave coffle  a brief flashback to Evil Dead II which itself starts with a recap of The Evil Dead explains the Necronomicon Ex Mortis and how Ash got to where he is  Ash Bruce Campbell lands in Medieval England  where he is immediately captured by
78500,1265,107048,trapped-in-a-time-loop  time-loop  cult-film  existentialism  groundhog-day  happy-ending  time-warp  attempted-suicide  female-slaps-male  surrealism  drunkenness  suicide  idealism  fire  cage  face-slap  night  blizzard  1990s  sitting  shovel  pittsbu,On February 1  self-centered and sour TV meteorologist Phil Connors Bill Murray  news producer Rita Andie MacDowell and cameraman Larry Chris Elliott from fictional Pittsburgh television station WPBH-TV9 travel to Punxsutawney  Pennsylvania  to cover the
78656,352,109504,semi-autobiographical  watching-television  vomiting  death  illness  aunt-niece-relationship  uncle-niece-relationship  convertible  citroen-convertible  wife-kicks-husband-out-of-the-house  craziness  apartment-building  tenant  sniffing-airplane-glue,Set in the early 1970s in a racially mixed New York City neighborhood  nine-year-old Troy Zelda Harris and her older brothers Clinton Carlton Williams  Wendell Sharif Rashed  Nate Chris Knowings  and her younger brother  Joseph Tse-Mach Washington are int
78731,722,113270,reference-to-dw-griffith  photograph  film-clip  alcoholism  retrospective  interview  filmmaking  film-discussion  director  archive-footage  actress  actor  transvestism  independent-film  character-name-in-title,Produced by Ed Wood's former business partner  The Haunted World of Ed Wood  Jr is a compilation of people who knew Ed Wood  either personally or prefessionally  discussing various elements of his personality The interview segments are spliced with reveal
78789,434,106582,mountain  money  suitcase  rocky-mountains  snow  climbing  heist  thousand-dollar-bill  gunned-down  villain  campfire  burning-money  cold-weather  snowy-landscape  night-vision-goggles  frostbite  night  winter  box-office-hit  revenge  henchman  loss-,As the movie opens  we see a guy climbing along the underside of an outcropping from a tall mountain peak He turns out to be Gabe Walker  a ranger with Rocky Mountain Rescue Yes  that makes him Ranger Walker  and he is addressed as such several times duri
78916,358,113305,college  racism  prejudice  lesbian  african-american  skinhead  scholarship  date-rape  two-word-title  interracial-relationship  lesbian-romance  lesbianism  gangster-versus-nazi  gay-slur  race-relations  black-romance  black-militant  roommate  reject,At Columbus University  a fictious college in southern California  we first see Malik Williams Omar Epps  a young black man  Kristen Connor Kristy Swanson  a young white woman  and Remy Michael Rapaport  another young white man  at the opening freshman pe
79191,924,62622,monolith  message-from-outer-space  star-child  famous-line  ancient-astronaut  evolution  moon  computer  year-2001  alien  technology  spacecraft  bracewell-probe  alien-probe  box-office-hit  waterhole  space  drawing  baby  orchestral-music-score  bed,To Richard Strauss' tone poem Thus Spake Zarathustra  the title sequence shows the sun rising behind the Earth  which is behind the moonThe Dawn of ManIn a sere African landscape  a group of ape-like hominids and some tapirs compete for the meagre green p
79276,976,22879,italy  nurse  ambulance-driver  lake  1910s  end-of-war  front-line-combat  death-of-loved-one  lovers-reunited  rain  letter-censorship  newspaper-advertisement  deserter  talking-to-a-portrait  wedding-night  sacrament  secret-wedding  army-chaplain  tr,An American serving in WW1 falls in love with a very spirited nurse On the Italy-Austrian front of World War I  Lt Frederic Henry Gary Cooper is serving as an ambulance driver in the Italian army when he meets British nurse Catherine Barkley Helen Hayes H
79400,1419,67959,walkabout  water  picnic  food  rite-of-passage  wilderness  tribe  transistor-radio  school  school-uniform  satchel  geologist  death  coming-of-age  sydney-australia  australian-outback  desert  ritual  australia  penknife  voyeurism  voyeur  upskirt,Somewhere in harbourside Sydney  Australia  a family lives within a high-rise apartment building where the mother is preparing a meal and listening to the radio Her fourteen year old daughter Jenny Agutter and six year old son Luc Roeg swim in the buildin
79416,1241,103873,zombie  monkey  new-zealand  zoo  party  murder  dark-comedy  invasion  independent-horror  body-parts  death  dead-monkey  zombie-monkey  zombie-animal  zombie-girl  spanish  mexican  latina  hillbilly  back-country  backwoods  zombie-bite  video-nasty,The first scene sets up the danger of the Sumatran Rat-Monkey  a hybrid creature that according to legend resulted from the rape of tree monkeys on Skull Island by plague-carrying rats Stewart  an explorer returning from the depths of the island with his
79422,613,116684,aunt  teacher  boarding-school  governess  love  orphan  sick-child  cutting-hair  scissors  school-uniform  bonnet  sketching-a-portrait  pattycake-game  coughing  dormitory  singing-prayers  playing-piano  standing-on-a-stool  tea-service  starts-with-n,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisJane Eyre po
79554,913,33870,private-detective  murder  cult-film  maltese-falcon  detective  statuette  private-investigator  directorial-debut  death  greed  taxi  fatal-attraction  secretary  bird-in-title  macguffin  title-spoken-by-character  police  liar  statue  private-eye  c,Private eye Sam Spade and his partner Miles Archer are approached by Miss Wonderly to follow a man  Floyd Thursby  who allegedly ran off with her younger sister The two accept the assignment because the money is good  but Spade also implies that the woman
79556,1172,95765,film-projectionist  cinema  flashback  haunted-by-the-past  mother-son-relationship  coming-of-age  censorship  movie-theatre  nostalgia  love  village  boy  friendship  first-love  railway-station  famous-score  child-abuse  kissing-in-the-rain  movie-th,DIRECTOR'S CUT VERSIONBeginning at the end  the movie opens with Salvatore's mother trying to inform him of the death of Alfredo Salvatore  a filmmaker who has not been home since his youth  leaves Rome immediately to attend the funeral Through flashbacks
79571,1347,87800,slasher  freddy-krueger  serial-killer  sleep-deprivation  lucid-dream  evil-dead  gore  dream  killer  glove  nightmare  elm-street  victim  psychopath  death  murderer  1980s  boiler-room  burned-alive  terror  strong-female-character  teen-horror  suck,The film opens with a bizarre sequence where we see an unidentified individual  visible only by his hands  creating a strange weapon a glove with sharp knives for fingers Tina  a young girl in a nightgown  is rushing down ominous alleyways filled with ste
79575,1187,105107,louisiana  accident  actress  soap-opera  wheelchair  bayou  pelican  reference-to-florence-nightingale  soap-opera-in-plot  rehabilitation  recovery  physical-therapy  incontinence  homecare-nurse  drunkenness  handicap  paraplegic  independent-film,May-Alice Culhane Mary McDonnell  a soap opera actress  is injured in a Manhattan street accident which leaves her paralyzed from the waist down Bitter and self-pitying  she returns to her long-empty Louisiana home There she spends her days and nights lyi
79588,1212,41959,black-market  dark-secret  penicillin  occupation-zone  evil-man  ruins  military-occupation  vienna-austria  racketeering  profiteering  post-world-war-two  betrayal  death  writer  czech  military  police  porter  funeral  hospital  manhunt  tunnel-chas,Sights of Vienna  Austria  flash across the screen as an Englishman's voice Carol Reed describes the racketeer trade in the post-World War II era He describes that many amateurs have tried to get involved in this career  but he implies that they always en
80056,1508,120366,traveller  irish-traveller  grifter  underwear  truck  trailer-home  thief  theft  tavern  swing  swindle  throat-slitting  shotgun  sex  scam  rural-setting  rifle  rain  punched-in-the-face  protege  pickup-truck  motor-oil  mother-daughter-relationship,On the highways and backwoods of the rural south  a coterie of Irish grifters live in a world distinctly and exclusively their own Moving from town to town  the Travellers make their living through the family business  conning and scamming nearly everyone
80059,1283,44706,one-against-many  appeasement  street-shootout  justice  frontier-justice  battle  fistfight  brawl  quick-draw  morality  gunfight  shootout  lawman  revenge  marshal  blonde-woman  19th-century  frontier-town  desert  old-west  wild-west  one-man-army,The movie opens with outlaws Jack Colby Lee Van Cleef  Ben Miller Sheb Wooley  and Jim Pierce Robert Wilke meeting up on horseback and riding into the small town of Hadleyville on a Sunday morning As church bells ring out  the townspeople eye the notoriou
80110,551,107688,christmas  halloween  pumpkin  woods  dog  christmas-tree  monster  stop-motion  puppet-animation  famous-score  halloween-song  four-word-title  1990s  snowglobe  saving-christmas  cartoon-dog  holiday-in-title  pet-as-gift  glowing-eye  presumed-dead  g,Pumpkin king Jack Skellington speaking voice Chris Sarandon  singing Danny Elfman  an elegantly attenuated skeleton  has delivered another scary Halloween But he receives the adulation of Halloweentown with no enthusiasm -- something is missing from Jack'
80145,1225,86879,composer  classical-composer  opera  first-person-narration  1800s  18th-century  based-on-play  mediocrity  musician  emperor  envy  death  talent  european-history  austrian-history  czech-history  musician-as-protagonist  male-name-in-title  composer-a,The story begins in 1823 as the elderly Salieri attempts suicide by slitting his throat while loudly begging forgiveness for having killed Mozart in 1791 Placed in a lunatic asylum for the act  Salieri is visited by a young priest who seeks to take his co
80202,986,116329,goose  canada  bird  friend  new-zealand  inventor  overalls  canada-goose  subjective-camera  jack-o'lantern  argument  airplane-accident  ornithologist  uncle  birdcall  shampoo  child-flying-airplane  environmentalist  single-father  rescue  mission  f,Thirteen year-old Amy Anna Paquin is riding passenger with her mother Deborah Verginella in their car one rainy night in New Zealand All seems right and pleasant until the mother loses control of the car and crashes Amy awakens later in the hospital to fi
80225,1188,105488,dance  father-son-relationship  mother-son-relationship  cinderella-story  ballroom-dancing  competition  warning  wristwatch  telling-a-story  promise  chant  close-up-of-feet  looking-at-picture  dancing-alone  thinking  spotlight  woman-driver  redhead,Strictly Ballroom is a romantic comedy telling the story of an Australian ballroom dancer  Scott Hastings Scott comes from a family with a history of ballroom dancing and has been training since childhood He has become very proficient but he encounters co
80269,1272,66206,general  allies  destiny  tank  dead-soldier  anglo-american-relations  military-leadership  year-1944  american-soldier  crazy-general  us-army  armor  american-abroad  military-headquarters  north-africa-campaign  tunisia  warrior  d-day  sicily  army,Against a backdrop of the Stars and Stripes  General George S Patton George C Scott addresses his troops on the eve of battle His uniform is impeccable  his medals uncountable  and his ramrod demeanor unassailable As he speaks to the men about to embark o
80274,1268,100436,radio  pirate-radio  teenager  short-wave-radio  principal  hero  authority  suicide  high-school  arizona  teen-movie  teen-comedy  iguana  masturbation  ham-radio  suburb  intelligence  anti-authority  anger  troubled-teen  teacher-student-relationship,Mark Hunter Christian Slater is an intelligent but shy teenager who has just moved to Arizona from the East Coast Mark has inner demons he has a hard time dealing with Mark's father  Brian Hunter Scott Paulin  who runs the school district  and his mother
80309,1372,102975,klingon  peace  captain  moon  explosion  peace-talks  conspiracy  assassination  prison  space-war  cult-film  one-eyed-character  female-vulcan-starfleet-officer  sickbay  female-lieutenant  humanoid-alien  damaged-starship  handheld-phaser  darkened-ro,The story opens with an immense explosion somewhere in space Huge shock waves radiate out from the blast site On board the USS Excelsior  Captain Hikaru Sulu George Takei makes an official entry in his log  noting that his mission of cataloging gaseous an
80312,902,54698,writer  typewriter-ribbon  manhattan-new-york-city  bare-chested-male  urban-setting  tiffany-and-co-manhattan-new-york-city  drunkenness  social-climber  love-triangle  animal-in-cast-credits  yellowface  racial-stereotype  negative-asian-stereotype  eth,Holly Golightly AUDREY HEPBURN lives in a brownstone on Manhattan's swank East Side Totally madcap  she has a partially furnished apartment  owns a cat with no name  gets rid of the mean reds by visiting Tiffany's jewelry store  and is forever misplacing
80354,555,108399,suitcase-full-of-money  drugs  pimp  cocaine  aspiring-actor  los-angeles-california  drug-addict  detroit-michigan  sicilian  mafia  diner  on-the-run  ex-cop  recovering-alcoholic  the-n-word  tattoo-parlor  bloody-nose  home-aquarium  eating-with-chops,Comic book store clerk and film buff Clarence Worley Christian Slater watches a Sonny Chiba triple feature at a Detroit movie theater for his birthday Here he meets Alabama Whitman Patricia Arquette  an attractive young woman After having sex  she tearful
,,,simply whispering,You killed her Frollo claims he was only doing his duty
,,,Frollo draws his sword,but Quasimodo takes her in his arms and runs out the door as fast as he can move Frollo pursues
,,,and she was losing her grip Frollo stands up on the gargoyle,laughing quietly but maniacally--and he lifts his sword above his head to kill Esmeralda She looks on in horror
,,,Phoebus who had entered the cathedral unnoticed after the metal stopped pouring reaches out from a lower floor and grabs him,pulling him in Seeing this
,,,he smiles and lowers himself to her reaching distance Smiling too as she hugs him,she takes his hand and leads him to the rest of the people--who begin to warm up to him Clopin shouts
80723,1126,101775,imaginary-friend  mother  embarrassing-male-nudity  rear-male-nudity  critically-bashed  mentally-disturbed-person  adolescent-humor  toilet-humor  cult-film  hit-in-the-crotch  bad-acting  slapstick  crude-humor  box-office-flop  female-protagonist  rhym,Elizabeth's Phoebe Cates world has been turned upside down Her marriage to Charles Tim Matheson appears to be over following her discovery that he has cheated on her but she simply can't stop loving him Despite the support of her friend Janey Carrie Fishe
80755,342,110598,wedding  wanting-to-marry  friendship-between-women  female-protagonist  dignity  mother-daughter-relationship  father-daughter-relationship  family-relationships  friendship  dysfunctional-family  roommate  porpoise-spit  friend  australia  money  vacati,Muriel Heslop Toni Collette is a high school dropout with no job  no prospects and no boyfriend She uses fantasies of her wedding as a coping mechanism and also strongly matches the diagnostic criteria for a cluster-b personality disorder possibly Borderl
80807,1127,96754,submarine  underwater  alien  ocean  estranged-couple  trapped-underwater  alien-technology  alien-contact  extraterrestrial  world-harmony  fear-of-the-unknown  alien-intelligence  reanimation  earth-in-peril  drowning  alien-life-form  husband-wife-reun,Text appearing in red describes footage from the 1993 Special Edition of the filmThe Montana  a US Navy nuclear missile submarine  operating deep in the Cayman Trough in the Caribbean Sea  encounters an unidentified submerged object moving at high speed T
80917,1004,116421,serial-killer  murder  partner  detective  heavy-rain  police-procedural  black-cop  two-man-army  ex-husband-ex-wife-relationship  bar  outrunning-explosion  stylized-violence  police-funeral  death  corrupt-official  corrupt-priest  ambulance  fire-truc,Jack Cole Steven Seagal was once a government intelligence operative known as The Glimmer Man  because he could move so quickly and quietly through the jungle that his victims would only see a glimmer before they died Having left the Glimmer Man job behin
80967,1226,45061,boxer  love  widow  cottage  ireland  train  boxing  fight  secret  courting  village  marriage  squire  dowry  horseback-riding  fiery-redhead  beating  martial-arts  violence  prize-fighter  boxing-gloves  showdown  dysfunctional-family  bare-knuckle-bo,An American  Sean Thornton John Wayne  arrives in Ireland and plans to settle in Innisfree  where he was born On the way to Innisfree with Michaeleen Oge Flynn Barry Fitzerald  Sean spots a redheaded woman moving a flock through the fields He becomes inte
80999,639,116414,phone-sex  neighbor  actress  sex-addiction  queens-new-york-city  baseball-card-collector  baseball-card  ex-boyfriend-ex-girlfriend-relationship  shoplifter  kinky-sex  exotica  sexual-fantasy  acting-teacher  theatrical-agent  film-director  topless-fe,In Manhattan  New York City  Judy  also known as Girl 6 Theresa Randle  is at a very awkward audition with Quentin Tarantino Judy seems to grin and bear it Tarantino reveals that the film Judy is auditioning for is the greatest romantic  African-American
